kind,g,a,c,d_eff,score,status
REAL,0.033112582781456956,1.0,0.016025641025641024,0.0009953814301640388,0.26253340130931546,DENY
SWAP,0.033112582781456956,1.0,0.016025641025641024,0.0009953814301640388,0.26253340130931546,DENY
SHUFFLE,0.033112582781456956,1.0,0.016025641025641024,0.0009953814301640388,0.26253340130931546,DENY
REAL,0.0,0.315712187958884,0.0,0.0,0.078928046989721,DENY
SWAP,0.0,0.315712187958884,0.0,0.0,0.078928046989721,DENY
SHUFFLE,0.0,0.315712187958884,0.0,0.0,0.078928046989721,DENY
REAL,0.0,0.9166666666666666,0.0,0.0,0.22916666666666666,DENY
SWAP,0.0,0.9166666666666666,0.0,0.0,0.22916666666666666,DENY
SHUFFLE,0.0,0.9166666666666666,0.0,0.0,0.22916666666666666,DENY
REAL,0.04504504504504504,1.0,0.018656716417910446,0.0054662990778591115,0.2672920151352036,DENY
SWAP,0.04504504504504504,1.0,0.018656716417910446,0.0054662990778591115,0.2672920151352036,DENY
SHUFFLE,0.04504504504504504,1.0,0.018656716417910446,0.0054662990778591115,0.2672920151352036,DENY
REAL,0.021551724137931036,1.0,0.010615711252653927,0.00031092041325764643,0.25811958895096065,DENY
SWAP,0.021551724137931036,1.0,0.010615711252653927,0.00031092041325764643,0.25811958895096065,DENY
SHUFFLE,0.021551724137931036,1.0,0.010615711252653927,0.00031092041325764643,0.25811958895096065,DENY
REAL,0.005050505050505051,1.0,0.002512562814070352,2.5125628140703518e-05,0.251897048373179,DENY
SWAP,0.005050505050505051,1.0,0.002512562814070352,2.5125628140703518e-05,0.251897048373179,DENY
SHUFFLE,0.005050505050505051,1.0,0.002512562814070352,2.5125628140703518e-05,0.251897048373179,DENY
REAL,0.004484304932735426,1.0,0.0020920502092050207,0.0002625317909590614,0.25170972173322487,DENY
SWAP,0.004484304932735426,1.0,0.0020920502092050207,0.0002625317909590614,0.25170972173322487,DENY
SHUFFLE,0.004484304932735426,1.0,0.0020920502092050207,0.0002625317909590614,0.25170972173322487,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.07407407407407407,1.0,0.032,0.0076619718309859156,0.27843401147626495,DENY
SWAP,0.07407407407407407,1.0,0.032,0.0076619718309859156,0.27843401147626495,DENY
SHUFFLE,0.07407407407407407,1.0,0.032,0.0076619718309859156,0.27843401147626495,DENY
REAL,0.058823529411764705,1.0,0.026143790849673203,0.005228758169934641,0.2725490196078431,DENY
SWAP,0.058823529411764705,1.0,0.026143790849673203,0.005228758169934641,0.2725490196078431,DENY
SHUFFLE,0.058823529411764705,1.0,0.026143790849673203,0.005228758169934641,0.2725490196078431,DENY
REAL,0.03496503496503497,1.0,0.015625,0.003001412429378531,0.26339786184860337,DENY
SWAP,0.03496503496503497,1.0,0.015625,0.003001412429378531,0.26339786184860337,DENY
SHUFFLE,0.03496503496503497,1.0,0.015625,0.003001412429378531,0.26339786184860337,DENY
REAL,0.11267605633802817,1.0,0.056140350877192984,0.0003925898662740768,0.2923022492703738,DENY
SWAP,0.11267605633802817,1.0,0.056140350877192984,0.0003925898662740768,0.2923022492703738,DENY
SHUFFLE,0.11267605633802817,1.0,0.056140350877192984,0.0003925898662740768,0.2923022492703738,DENY
REAL,0.5448275862068965,1.0,0.246875,0.04232142857142857,0.4585060036945813,DENY
SWAP,0.5448275862068965,1.0,0.246875,0.04232142857142857,0.4585060036945813,DENY
SHUFFLE,0.5448275862068965,1.0,0.246875,0.04232142857142857,0.4585060036945813,DENY
REAL,0.0364963503649635,1.0,0.016129032258064516,0.0033563304120827896,0.2639954282587777,DENY
SWAP,0.0364963503649635,1.0,0.016129032258064516,0.0033563304120827896,0.2639954282587777,DENY
SHUFFLE,0.0364963503649635,1.0,0.016129032258064516,0.0033563304120827896,0.2639954282587777,DENY
REAL,0.033783783783783786,1.0,0.016366612111292964,0.0009871924765541787,0.2627843970929077,DENY
SWAP,0.033783783783783786,1.0,0.016366612111292964,0.0009871924765541787,0.2627843970929077,DENY
SHUFFLE,0.033783783783783786,1.0,0.016366612111292964,0.0009871924765541787,0.2627843970929077,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.12030075187969924,1.0,0.05947955390334572,0.001312048983162038,0.2952730886915517,DENY
SWAP,0.12030075187969924,1.0,0.05947955390334572,0.001312048983162038,0.2952730886915517,DENY
SHUFFLE,0.12030075187969924,1.0,0.05947955390334572,0.001312048983162038,0.2952730886915517,DENY
REAL,0.04721030042918455,1.0,0.023404255319148935,0.00039500852859323095,0.2677523910692317,DENY
SWAP,0.04721030042918455,1.0,0.023404255319148935,0.00039500852859323095,0.2677523910692317,DENY
SHUFFLE,0.04721030042918455,1.0,0.023404255319148935,0.00039500852859323095,0.2677523910692317,DENY
REAL,0.0718954248366013,1.0,0.03353658536585366,0.004216027874564461,0.2774120095192548,DENY
SWAP,0.0718954248366013,1.0,0.03353658536585366,0.004216027874564461,0.2774120095192548,DENY
SHUFFLE,0.0718954248366013,1.0,0.03353658536585366,0.004216027874564461,0.2774120095192548,DENY
REAL,0.02544529262086514,0.4580152671755725,0.017452006980802792,0.009458721340740444,0.12759282202949523,DENY
SWAP,0.02544529262086514,0.4580152671755725,0.017452006980802792,0.009458721340740444,0.12759282202949523,DENY
SHUFFLE,0.02544529262086514,0.4580152671755725,0.017452006980802792,0.009458721340740444,0.12759282202949523,DENY
REAL,0.0,0.9686274509803922,0.0,0.0,0.24215686274509804,DENY
SWAP,0.0,0.9686274509803922,0.0,0.0,0.24215686274509804,DENY
SHUFFLE,0.0,0.9686274509803922,0.0,0.0,0.24215686274509804,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.023076923076923078,0.9153846153846154,0.012048192771084338,0.001019462465245598,0.23788229842446712,DENY
SWAP,0.023076923076923078,0.9153846153846154,0.012048192771084338,0.001019462465245598,0.23788229842446712,DENY
SHUFFLE,0.023076923076923078,0.9153846153846154,0.012048192771084338,0.001019462465245598,0.23788229842446712,DENY
REAL,0.04666666666666667,1.0,0.021671826625386997,0.0028812255051092537,0.2678049296992907,DENY
SWAP,0.04666666666666667,1.0,0.021671826625386997,0.0028812255051092537,0.2678049296992907,DENY
SHUFFLE,0.04666666666666667,1.0,0.021671826625386997,0.0028812255051092537,0.2678049296992907,DENY
REAL,0.08571428571428572,0.6392857142857142,0.05228758169934641,0.018860877684407095,0.1990371148459384,DENY
SWAP,0.08571428571428572,0.6392857142857142,0.05228758169934641,0.018860877684407095,0.1990371148459384,DENY
SHUFFLE,0.08571428571428572,0.6392857142857142,0.05228758169934641,0.018860877684407095,0.1990371148459384,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.12195121951219512,1.0,0.05235602094240838,0.01296892261876171,0.2968190407683413,DENY
SWAP,0.12195121951219512,1.0,0.05235602094240838,0.01296892261876171,0.2968190407683413,DENY
SHUFFLE,0.12195121951219512,1.0,0.05235602094240838,0.01296892261876171,0.2968190407683413,DENY
REAL,0.056179775280898875,1.0,0.023148148148148147,0.0069262175561388166,0.27156353524629645,DENY
SWAP,0.056179775280898875,1.0,0.023148148148148147,0.0069262175561388166,0.27156353524629645,DENY
SHUFFLE,0.056179775280898875,1.0,0.023148148148148147,0.0069262175561388166,0.27156353524629645,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.05384615384615385,1.0,0.02422145328719723,0.004417749341690061,0.2706213391187603,DENY
SWAP,0.05384615384615385,1.0,0.02422145328719723,0.004417749341690061,0.2706213391187603,DENY
SHUFFLE,0.05384615384615385,1.0,0.02422145328719723,0.004417749341690061,0.2706213391187603,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.006578947368421052,1.0,0.0032679738562091504,4.244121891180715e-05,0.25247234061088547,DENY
SWAP,0.006578947368421052,1.0,0.0032679738562091504,4.244121891180715e-05,0.25247234061088547,DENY
SHUFFLE,0.006578947368421052,1.0,0.0032679738562091504,4.244121891180715e-05,0.25247234061088547,DENY
REAL,0.04782608695652174,1.0,0.02268041237113402,0.002223569840307257,0.2681825172919907,DENY
SWAP,0.04782608695652174,1.0,0.02268041237113402,0.002223569840307257,0.2681825172919907,DENY
SHUFFLE,0.04782608695652174,1.0,0.02268041237113402,0.002223569840307257,0.2681825172919907,DENY
REAL,0.012269938650306749,1.0,0.005847953216374269,0.0005227220752066385,0.2546601534854719,DENY
SWAP,0.012269938650306749,1.0,0.005847953216374269,0.0005227220752066385,0.2546601534854719,DENY
SHUFFLE,0.012269938650306749,1.0,0.005847953216374269,0.0005227220752066385,0.2546601534854719,DENY
REAL,0.042682926829268296,1.0,0.02064896755162242,0.0012979351032448379,0.2661574573710339,DENY
SWAP,0.042682926829268296,1.0,0.02064896755162242,0.0012979351032448379,0.2661574573710339,DENY
SHUFFLE,0.042682926829268296,1.0,0.02064896755162242,0.0012979351032448379,0.2661574573710339,DENY
REAL,0.030837004405286344,1.0,0.014344262295081968,0.0018686012185164247,0.2617624669797212,DENY
SWAP,0.030837004405286344,1.0,0.014344262295081968,0.0018686012185164247,0.2617624669797212,DENY
SHUFFLE,0.030837004405286344,1.0,0.014344262295081968,0.0018686012185164247,0.2617624669797212,DENY
REAL,0.04046242774566474,1.0,0.018666666666666668,0.00267986798679868,0.2654522405997825,DENY
SWAP,0.04046242774566474,1.0,0.018666666666666668,0.00267986798679868,0.2654522405997825,DENY
SHUFFLE,0.04046242774566474,1.0,0.018666666666666668,0.00267986798679868,0.2654522405997825,DENY
REAL,0.02046783625730994,1.0,0.010159651669085631,0.0001463926753470552,0.25769347015043564,DENY
SWAP,0.02046783625730994,1.0,0.010159651669085631,0.0001463926753470552,0.25769347015043564,DENY
SHUFFLE,0.02046783625730994,1.0,0.010159651669085631,0.0001463926753470552,0.25769347015043564,DENY
REAL,0.0,0.9686274509803922,0.0,0.0,0.24215686274509804,DENY
SWAP,0.0,0.9686274509803922,0.0,0.0,0.24215686274509804,DENY
SHUFFLE,0.0,0.9686274509803922,0.0,0.0,0.24215686274509804,DENY
REAL,0.021212121212121213,1.0,0.010574018126888218,6.369890437884469e-05,0.25796245956084707,DENY
SWAP,0.021212121212121213,1.0,0.010574018126888218,6.369890437884469e-05,0.25796245956084707,DENY
SHUFFLE,0.021212121212121213,1.0,0.010574018126888218,6.369890437884469e-05,0.25796245956084707,DENY
REAL,0.02242152466367713,1.0,0.010526315789473684,0.0012113617376775271,0.2585398005477071,DENY
SWAP,0.02242152466367713,1.0,0.010526315789473684,0.0012113617376775271,0.2585398005477071,DENY
SHUFFLE,0.02242152466367713,1.0,0.010526315789473684,0.0012113617376775271,0.2585398005477071,DENY
REAL,0.09174311926605505,1.0,0.04132231404958678,0.007456658174361523,0.28513052287250085,DENY
SWAP,0.09174311926605505,1.0,0.04132231404958678,0.007456658174361523,0.28513052287250085,DENY
SHUFFLE,0.09174311926605505,1.0,0.04132231404958678,0.007456658174361523,0.28513052287250085,DENY
REAL,0.00625,0.925,0.003246753246753247,0.0002435064935064935,0.23368506493506494,DENY
SWAP,0.00625,0.925,0.003246753246753247,0.0002435064935064935,0.23368506493506494,DENY
SHUFFLE,0.00625,0.925,0.003246753246753247,0.0002435064935064935,0.23368506493506494,DENY
REAL,0.07936507936507936,1.0,0.0364963503649635,0.00542513316235944,0.28032164072310056,DENY
SWAP,0.07936507936507936,1.0,0.0364963503649635,0.00542513316235944,0.28032164072310056,DENY
SHUFFLE,0.07936507936507936,1.0,0.0364963503649635,0.00542513316235944,0.28032164072310056,DENY
REAL,0.037383177570093455,1.0,0.01749271137026239,0.002108710411757658,0.26424614983802835,DENY
SWAP,0.037383177570093455,1.0,0.01749271137026239,0.002108710411757658,0.26424614983802835,DENY
SHUFFLE,0.037383177570093455,1.0,0.01749271137026239,0.002108710411757658,0.26424614983802835,DENY
REAL,0.041666666666666664,1.0,0.018691588785046728,0.003484872485347695,0.2659607819842653,DENY
SWAP,0.041666666666666664,1.0,0.018691588785046728,0.003484872485347695,0.2659607819842653,DENY
SHUFFLE,0.041666666666666664,1.0,0.018691588785046728,0.003484872485347695,0.2659607819842653,DENY
REAL,0.04878048780487805,0.8048780487804879,0.02702702702702703,0.005273566249176006,0.22148978246539222,DENY
SWAP,0.04878048780487805,0.8048780487804879,0.02702702702702703,0.005273566249176006,0.22148978246539222,DENY
SHUFFLE,0.04878048780487805,0.8048780487804879,0.02702702702702703,0.005273566249176006,0.22148978246539222,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.36936936936936937,1.0,0.17012448132780084,0.024864347270986277,0.3910895494920391,DENY
SWAP,0.36936936936936937,1.0,0.17012448132780084,0.024864347270986277,0.3910895494920391,DENY
SHUFFLE,0.36936936936936937,1.0,0.17012448132780084,0.024864347270986277,0.3910895494920391,DENY
REAL,0.08484848484848485,1.0,0.041791044776119404,0.0012291483757682178,0.28196716950009315,DENY
SWAP,0.08484848484848485,1.0,0.041791044776119404,0.0012291483757682178,0.28196716950009315,DENY
SHUFFLE,0.08484848484848485,1.0,0.041791044776119404,0.0012291483757682178,0.28196716950009315,DENY
REAL,0.04804804804804805,1.0,0.02384500745156483,0.00035273679662078147,0.2680614480740584,DENY
SWAP,0.04804804804804805,1.0,0.02384500745156483,0.00035273679662078147,0.2680614480740584,DENY
SHUFFLE,0.04804804804804805,1.0,0.02384500745156483,0.00035273679662078147,0.2680614480740584,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.0,0.9352941176470588,0.0,0.0,0.2338235294117647,DENY
SWAP,0.0,0.9352941176470588,0.0,0.0,0.2338235294117647,DENY
SHUFFLE,0.0,0.9352941176470588,0.0,0.0,0.2338235294117647,DENY
REAL,0.0319634703196347,0.8767123287671232,0.0170316301703163,0.0020997900209979003,0.23195180481951805,DENY
SWAP,0.0319634703196347,0.8767123287671232,0.0170316301703163,0.0020997900209979003,0.23195180481951805,DENY
SHUFFLE,0.0319634703196347,0.8767123287671232,0.0170316301703163,0.0020997900209979003,0.23195180481951805,DENY
REAL,0.054474708171206226,1.0,0.02460456942003515,0.004337343968275427,0.2708541553898792,DENY
SWAP,0.054474708171206226,1.0,0.02460456942003515,0.004337343968275427,0.2708541553898792,DENY
SHUFFLE,0.054474708171206226,1.0,0.02460456942003515,0.004337343968275427,0.2708541553898792,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.07547169811320754,1.0,0.037267080745341616,0.0009145295888427391,0.27841332711184796,DENY
SWAP,0.07547169811320754,1.0,0.037267080745341616,0.0009145295888427391,0.27841332711184796,DENY
SHUFFLE,0.07547169811320754,1.0,0.037267080745341616,0.0009145295888427391,0.27841332711184796,DENY
REAL,0.18181818181818182,1.0,0.09090909090909091,0.0,0.3181818181818182,DENY
SWAP,0.18181818181818182,1.0,0.09090909090909091,0.0,0.3181818181818182,DENY
SHUFFLE,0.18181818181818182,1.0,0.09090909090909091,0.0,0.3181818181818182,DENY
REAL,0.07441860465116279,1.0,0.037209302325581395,0.0,0.2779069767441861,DENY
SWAP,0.07441860465116279,1.0,0.037209302325581395,0.0,0.2779069767441861,DENY
SHUFFLE,0.07441860465116279,1.0,0.037209302325581395,0.0,0.2779069767441861,DENY
REAL,0.004878048780487805,1.0,0.0022522522522522522,0.00032040408609446266,0.25186267627970865,DENY
SWAP,0.004878048780487805,1.0,0.0022522522522522522,0.00032040408609446266,0.25186267627970865,DENY
SHUFFLE,0.004878048780487805,1.0,0.0022522522522522522,0.00032040408609446266,0.25186267627970865,DENY
REAL,0.07207207207207207,1.0,0.03305785123966942,0.005047000189262507,0.277544230875251,DENY
SWAP,0.07207207207207207,1.0,0.03305785123966942,0.005047000189262507,0.277544230875251,DENY
SHUFFLE,0.07207207207207207,1.0,0.03305785123966942,0.005047000189262507,0.277544230875251,DENY
REAL,0.030303030303030304,1.0,0.014373716632443531,0.0014036832648870636,0.26152010755009025,DENY
SWAP,0.030303030303030304,1.0,0.014373716632443531,0.0014036832648870636,0.26152010755009025,DENY
SHUFFLE,0.030303030303030304,1.0,0.014373716632443531,0.0014036832648870636,0.26152010755009025,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.021406727828746176,1.0,0.010385756676557863,0.0005986026902915194,0.2580977717988989,DENY
SWAP,0.021406727828746176,1.0,0.010385756676557863,0.0005986026902915194,0.2580977717988989,DENY
SHUFFLE,0.021406727828746176,1.0,0.010385756676557863,0.0005986026902915194,0.2580977717988989,DENY
REAL,0.19387755102040816,1.0,0.09563758389261745,0.0025334459309302635,0.3230121452109889,DENY
SWAP,0.19387755102040816,1.0,0.09563758389261745,0.0025334459309302635,0.3230121452109889,DENY
SHUFFLE,0.19387755102040816,1.0,0.09563758389261745,0.0025334459309302635,0.3230121452109889,DENY
REAL,0.026737967914438502,1.0,0.01282051282051282,0.0010104837691044587,0.260142241126014,DENY
SWAP,0.026737967914438502,1.0,0.01282051282051282,0.0010104837691044587,0.260142241126014,DENY
SHUFFLE,0.026737967914438502,1.0,0.01282051282051282,0.0010104837691044587,0.260142241126014,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.007194244604316547,1.0,0.003257328990228013,0.0005622770280750736,0.2527534626556549,DENY
SWAP,0.007194244604316547,1.0,0.003257328990228013,0.0005622770280750736,0.2527534626556549,DENY
SHUFFLE,0.007194244604316547,1.0,0.003257328990228013,0.0005622770280750736,0.2527534626556549,DENY
REAL,0.0673076923076923,1.0,0.030973451327433628,0.004569853474539387,0.2757127492774163,DENY
SWAP,0.0673076923076923,1.0,0.030973451327433628,0.004569853474539387,0.2757127492774163,DENY
SHUFFLE,0.0673076923076923,1.0,0.030973451327433628,0.004569853474539387,0.2757127492774163,DENY
REAL,0.01652892561983471,1.0,0.007751937984496124,0.0009053358230068465,0.2562965498568344,DENY
SWAP,0.01652892561983471,1.0,0.007751937984496124,0.0009053358230068465,0.2562965498568344,DENY
SHUFFLE,0.01652892561983471,1.0,0.007751937984496124,0.0009053358230068465,0.2562965498568344,DENY
REAL,0.046511627906976744,1.0,0.022792022792022793,0.0008913081538779864,0.2675487397132194,DENY
SWAP,0.046511627906976744,1.0,0.022792022792022793,0.0008913081538779864,0.2675487397132194,DENY
SHUFFLE,0.046511627906976744,1.0,0.022792022792022793,0.0008913081538779864,0.2675487397132194,DENY
REAL,0.13131313131313133,1.0,0.0625,0.005733944954128441,0.29988676906681494,DENY
SWAP,0.13131313131313133,1.0,0.0625,0.005733944954128441,0.29988676906681494,DENY
SHUFFLE,0.13131313131313133,1.0,0.0625,0.005733944954128441,0.29988676906681494,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.16455696202531644,1.0,0.06951871657754011,0.018667062784709844,0.3131856853468916,DENY
SWAP,0.16455696202531644,1.0,0.06951871657754011,0.018667062784709844,0.3131856853468916,DENY
SHUFFLE,0.16455696202531644,1.0,0.06951871657754011,0.018667062784709844,0.3131856853468916,DENY
REAL,0.07096774193548387,1.0,0.031609195402298854,0.006223572151747961,0.2772001273723827,DENY
SWAP,0.07096774193548387,1.0,0.031609195402298854,0.006223572151747961,0.2772001273723827,DENY
SHUFFLE,0.07096774193548387,1.0,0.031609195402298854,0.006223572151747961,0.2772001273723827,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.0,0.9615384615384616,0.0,0.0,0.2403846153846154,DENY
SWAP,0.0,0.9615384615384616,0.0,0.0,0.2403846153846154,DENY
SHUFFLE,0.0,0.9615384615384616,0.0,0.0,0.2403846153846154,DENY
REAL,0.0915032679738562,1.0,0.043343653250773995,0.0043343653250774,0.2847953216374269,DENY
SWAP,0.0915032679738562,1.0,0.043343653250773995,0.0043343653250774,0.2847953216374269,DENY
SHUFFLE,0.0915032679738562,1.0,0.043343653250773995,0.0043343653250774,0.2847953216374269,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
