kind,g,a,c,d_eff,score,status
REAL,0.08029197080291971,1.0,0.039568345323741004,0.0011225062503188938,0.2802457055942449,DENY
SWAP,0.08029197080291971,1.0,0.039568345323741004,0.0011225062503188938,0.2802457055942449,DENY
SHUFFLE,0.08029197080291971,1.0,0.039568345323741004,0.0011225062503188938,0.2802457055942449,DENY
REAL,0.07327586206896551,1.0,0.03505154639175258,0.0029094168941770915,0.2778092063387238,DENY
SWAP,0.07327586206896551,1.0,0.03505154639175258,0.0029094168941770915,0.2778092063387238,DENY
SHUFFLE,0.07327586206896551,1.0,0.03505154639175258,0.0029094168941770915,0.2778092063387238,DENY
REAL,0.023890784982935155,1.0,0.01192504258943782,4.056136935182932e-05,0.2589640972354312,DENY
SWAP,0.023890784982935155,1.0,0.01192504258943782,4.056136935182932e-05,0.2589640972354312,DENY
SHUFFLE,0.023890784982935155,1.0,0.01192504258943782,4.056136935182932e-05,0.2589640972354312,DENY
REAL,0.029166666666666667,0.9916666666666667,0.014644351464435146,0.00012203626220362622,0.25889993026499303,DENY
SWAP,0.029166666666666667,0.9916666666666667,0.014644351464435146,0.00012203626220362622,0.25889993026499303,DENY
SHUFFLE,0.029166666666666667,0.9916666666666667,0.014644351464435146,0.00012203626220362622,0.25889993026499303,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.1388888888888889,1.0,0.06920415224913495,0.00047727001551127555,0.30214257778838377,DENY
SWAP,0.1388888888888889,1.0,0.06920415224913495,0.00047727001551127555,0.30214257778838377,DENY
SHUFFLE,0.1388888888888889,1.0,0.06920415224913495,0.00047727001551127555,0.30214257778838377,DENY
REAL,0.02702702702702703,1.0,0.01282051282051282,0.0012507817385866166,0.2602745803965316,DENY
SWAP,0.02702702702702703,1.0,0.01282051282051282,0.0012507817385866166,0.2602745803965316,DENY
SHUFFLE,0.02702702702702703,1.0,0.01282051282051282,0.0012507817385866166,0.2602745803965316,DENY
REAL,0.043209876543209874,1.0,0.02108433734939759,0.0009922041105598866,0.26632160450079184,DENY
SWAP,0.043209876543209874,1.0,0.02108433734939759,0.0009922041105598866,0.26632160450079184,DENY
SHUFFLE,0.043209876543209874,1.0,0.02108433734939759,0.0009922041105598866,0.26632160450079184,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.0072992700729927005,1.0,0.003355704697986577,0.0005002292717495518,0.25278880101068224,DENY
SWAP,0.0072992700729927005,1.0,0.003355704697986577,0.0005002292717495518,0.25278880101068224,DENY
SHUFFLE,0.0072992700729927005,1.0,0.003355704697986577,0.0005002292717495518,0.25278880101068224,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.07253886010362694,1.0,0.034739454094292806,0.0028122415219189417,0.2775226389299597,DENY
SWAP,0.07253886010362694,1.0,0.034739454094292806,0.0028122415219189417,0.2775226389299597,DENY
SHUFFLE,0.07253886010362694,1.0,0.034739454094292806,0.0028122415219189417,0.2775226389299597,DENY
REAL,0.024390243902439025,1.0,0.011764705882352941,0.000802139037433155,0.25923927220555626,DENY
SWAP,0.024390243902439025,1.0,0.011764705882352941,0.000802139037433155,0.25923927220555626,DENY
SHUFFLE,0.024390243902439025,1.0,0.011764705882352941,0.000802139037433155,0.25923927220555626,DENY
REAL,0.1652892561983471,1.0,0.07692307692307693,0.009961261759822912,0.31304339872031167,DENY
SWAP,0.1652892561983471,1.0,0.07692307692307693,0.009961261759822912,0.31304339872031167,DENY
SHUFFLE,0.1652892561983471,1.0,0.07692307692307693,0.009961261759822912,0.31304339872031167,DENY
REAL,0.04242424242424243,1.0,0.019943019943019943,0.0022516312838893483,0.26615472341278795,DENY
SWAP,0.04242424242424243,1.0,0.019943019943019943,0.0022516312838893483,0.26615472341278795,DENY
SHUFFLE,0.04242424242424243,1.0,0.019943019943019943,0.0022516312838893483,0.26615472341278795,DENY
REAL,0.0364963503649635,1.0,0.017241379310344827,0.001803020058598152,0.2638851874334766,DENY
SWAP,0.0364963503649635,1.0,0.017241379310344827,0.001803020058598152,0.2638851874334766,DENY
SHUFFLE,0.0364963503649635,1.0,0.017241379310344827,0.001803020058598152,0.2638851874334766,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.013245033112582781,0.8123620309050773,0.007308160779537149,0.001371288446491518,0.20857162831092216,DENY
SWAP,0.013245033112582781,0.8123620309050773,0.007308160779537149,0.001371288446491518,0.20857162831092216,DENY
SHUFFLE,0.013245033112582781,0.8123620309050773,0.007308160779537149,0.001371288446491518,0.20857162831092216,DENY
REAL,0.02617801047120419,0.8429319371727748,0.014204545454545454,0.0022310804378867207,0.22138639338410276,DENY
SWAP,0.02617801047120419,0.8429319371727748,0.014204545454545454,0.0022310804378867207,0.22138639338410276,DENY
SHUFFLE,0.02617801047120419,0.8429319371727748,0.014204545454545454,0.0022310804378867207,0.22138639338410276,DENY
REAL,0.02040816326530612,1.0,0.009523809523809525,0.0011904761904761906,0.25778061224489796,DENY
SWAP,0.02040816326530612,1.0,0.009523809523809525,0.0011904761904761906,0.25778061224489796,DENY
SHUFFLE,0.02040816326530612,1.0,0.009523809523809525,0.0011904761904761906,0.25778061224489796,DENY
REAL,0.022988505747126436,1.0,0.011157601115760111,0.0006349854293522014,0.2586952730730597,DENY
SWAP,0.022988505747126436,1.0,0.011157601115760111,0.0006349854293522014,0.2586952730730597,DENY
SHUFFLE,0.022988505747126436,1.0,0.011157601115760111,0.0006349854293522014,0.2586952730730597,DENY
REAL,0.03914590747330961,1.0,0.01903114186851211,0.0010252466999871844,0.2648005740104522,DENY
SWAP,0.03914590747330961,1.0,0.01903114186851211,0.0010252466999871844,0.2648005740104522,DENY
SHUFFLE,0.03914590747330961,1.0,0.01903114186851211,0.0010252466999871844,0.2648005740104522,DENY
REAL,0.027131782945736434,1.0,0.012704174228675136,0.0015175634744151187,0.2603383801622067,DENY
SWAP,0.027131782945736434,1.0,0.012704174228675136,0.0015175634744151187,0.2603383801622067,DENY
SHUFFLE,0.027131782945736434,1.0,0.012704174228675136,0.0015175634744151187,0.2603383801622067,DENY
REAL,0.024390243902439025,1.0,0.01206896551724138,0.000247146051547605,0.25917658886780703,DENY
SWAP,0.024390243902439025,1.0,0.01206896551724138,0.000247146051547605,0.25917658886780703,DENY
SHUFFLE,0.024390243902439025,1.0,0.01206896551724138,0.000247146051547605,0.25917658886780703,DENY
REAL,0.026119402985074626,1.0,0.01289134438305709,0.00032814331156872593,0.25983472266992513,DENY
SWAP,0.026119402985074626,1.0,0.01289134438305709,0.00032814331156872593,0.25983472266992513,DENY
SHUFFLE,0.026119402985074626,1.0,0.01289134438305709,0.00032814331156872593,0.25983472266992513,DENY
REAL,0.422360248447205,1.0,0.20298507462686566,0.015165551552581919,0.4101277186566631,DENY
SWAP,0.422360248447205,1.0,0.20298507462686566,0.015165551552581919,0.4101277186566631,DENY
SHUFFLE,0.422360248447205,1.0,0.20298507462686566,0.015165551552581919,0.4101277186566631,DENY
REAL,0.09813084112149532,0.8177570093457944,0.05398457583547558,0.00983831054945583,0.24492768421305527,DENY
SWAP,0.09813084112149532,0.8177570093457944,0.05398457583547558,0.00983831054945583,0.24492768421305527,DENY
SHUFFLE,0.09813084112149532,0.8177570093457944,0.05398457583547558,0.00983831054945583,0.24492768421305527,DENY
REAL,0.0196078431372549,1.0,0.008583690987124463,0.0019002064017298432,0.2575229351315273,DENY
SWAP,0.0196078431372549,1.0,0.008583690987124463,0.0019002064017298432,0.2575229351315273,DENY
SHUFFLE,0.0196078431372549,1.0,0.008583690987124463,0.0019002064017298432,0.2575229351315273,DENY
REAL,0.0374331550802139,1.0,0.01818181818181818,0.00101010101010101,0.2641562685680332,DENY
SWAP,0.0374331550802139,1.0,0.01818181818181818,0.00101010101010101,0.2641562685680332,DENY
SHUFFLE,0.0374331550802139,1.0,0.01818181818181818,0.00101010101010101,0.2641562685680332,DENY
REAL,0.020161290322580645,1.0,0.009541984732824428,0.0009680274366633478,0.2576678256230171,DENY
SWAP,0.020161290322580645,1.0,0.009541984732824428,0.0009680274366633478,0.2576678256230171,DENY
SHUFFLE,0.020161290322580645,1.0,0.009541984732824428,0.0009680274366633478,0.2576678256230171,DENY
REAL,0.10344827586206896,1.0,0.047619047619047616,0.0070028011204481795,0.2895175311503912,DENY
SWAP,0.10344827586206896,1.0,0.047619047619047616,0.0070028011204481795,0.2895175311503912,DENY
SHUFFLE,0.10344827586206896,1.0,0.047619047619047616,0.0070028011204481795,0.2895175311503912,DENY
REAL,0.006349206349206349,1.0,0.0030581039755351682,0.00021650293632107385,0.2524059533152656,DENY
SWAP,0.006349206349206349,1.0,0.0030581039755351682,0.00021650293632107385,0.2524059533152656,DENY
SHUFFLE,0.006349206349206349,1.0,0.0030581039755351682,0.00021650293632107385,0.2524059533152656,DENY
REAL,0.03977272727272727,0.9119318181818182,0.020802377414561663,0.0018320275563960557,0.24358473760637583,DENY
SWAP,0.03977272727272727,0.9119318181818182,0.020802377414561663,0.0018320275563960557,0.24358473760637583,DENY
SHUFFLE,0.03977272727272727,0.9119318181818182,0.020802377414561663,0.0018320275563960557,0.24358473760637583,DENY
REAL,0.08270676691729323,1.0,0.038869257950530034,0.004405182567726737,0.2814953018588875,DENY
SWAP,0.08270676691729323,1.0,0.038869257950530034,0.004405182567726737,0.2814953018588875,DENY
SHUFFLE,0.08270676691729323,1.0,0.038869257950530034,0.004405182567726737,0.2814953018588875,DENY
REAL,0.0,0.33421750663129973,0.0,0.0,0.08355437665782493,DENY
SWAP,0.0,0.33421750663129973,0.0,0.0,0.08355437665782493,DENY
SHUFFLE,0.0,0.33421750663129973,0.0,0.0,0.08355437665782493,DENY
REAL,0.0446927374301676,1.0,0.021052631578947368,0.0023042681330191148,0.26701240928553355,DENY
SWAP,0.0446927374301676,1.0,0.021052631578947368,0.0023042681330191148,0.26701240928553355,DENY
SHUFFLE,0.0446927374301676,1.0,0.021052631578947368,0.0023042681330191148,0.26701240928553355,DENY
REAL,0.03954802259887006,0.8813559322033898,0.021021021021021023,0.0024940194431719858,0.2361047488166132,DENY
SWAP,0.03954802259887006,0.8813559322033898,0.021021021021021023,0.0024940194431719858,0.2361047488166132,DENY
SHUFFLE,0.03954802259887006,0.8813559322033898,0.021021021021021023,0.0024940194431719858,0.2361047488166132,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.011428571428571429,1.0,0.005376344086021506,0.0006004039080836199,0.2543513298556691,DENY
SWAP,0.011428571428571429,1.0,0.005376344086021506,0.0006004039080836199,0.2543513298556691,DENY
SHUFFLE,0.011428571428571429,1.0,0.005376344086021506,0.0006004039080836199,0.2543513298556691,DENY
REAL,0.016129032258064516,1.0,0.00625,0.002295918367346939,0.2561687376563529,DENY
SWAP,0.016129032258064516,1.0,0.00625,0.002295918367346939,0.2561687376563529,DENY
SHUFFLE,0.016129032258064516,1.0,0.00625,0.002295918367346939,0.2561687376563529,DENY
REAL,0.08053691275167785,1.0,0.039603960396039604,0.0012858428700012858,0.2803566790044297,DENY
SWAP,0.08053691275167785,1.0,0.039603960396039604,0.0012858428700012858,0.2803566790044297,DENY
SHUFFLE,0.08053691275167785,1.0,0.039603960396039604,0.0012858428700012858,0.2803566790044297,DENY
REAL,0.11578947368421053,1.0,0.05116279069767442,0.01065891472868217,0.29440279477764175,DENY
SWAP,0.11578947368421053,1.0,0.05116279069767442,0.01065891472868217,0.29440279477764175,DENY
SHUFFLE,0.11578947368421053,1.0,0.05116279069767442,0.01065891472868217,0.29440279477764175,DENY
REAL,0.05737704918032787,1.0,0.028112449799196786,0.0011067893621731018,0.2716490720854244,DENY
SWAP,0.05737704918032787,1.0,0.028112449799196786,0.0011067893621731018,0.2716490720854244,DENY
SHUFFLE,0.05737704918032787,1.0,0.028112449799196786,0.0011067893621731018,0.2716490720854244,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.032407407407407406,1.0,0.015086206896551725,0.001946607341490545,0.2623600554113624,DENY
SWAP,0.032407407407407406,1.0,0.015086206896551725,0.001946607341490545,0.2623600554113624,DENY
SHUFFLE,0.032407407407407406,1.0,0.015086206896551725,0.001946607341490545,0.2623600554113624,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.00847457627118644,1.0,0.0041841004184100415,0.00010373802690272831,0.25319060367912477,DENY
SWAP,0.00847457627118644,1.0,0.0041841004184100415,0.00010373802690272831,0.25319060367912477,DENY
SHUFFLE,0.00847457627118644,1.0,0.0041841004184100415,0.00010373802690272831,0.25319060367912477,DENY
REAL,0.03271028037383177,0.9672897196261683,0.0166270783847981,0.0005438763957644237,0.25429273869514063,DENY
SWAP,0.03271028037383177,0.9672897196261683,0.0166270783847981,0.0005438763957644237,0.25429273869514063,DENY
SHUFFLE,0.03271028037383177,0.9672897196261683,0.0166270783847981,0.0005438763957644237,0.25429273869514063,DENY
REAL,0.043478260869565216,0.8478260869565217,0.023529411764705882,0.0035805626598465474,0.22960358056265984,DENY
SWAP,0.043478260869565216,0.8478260869565217,0.023529411764705882,0.0035805626598465474,0.22960358056265984,DENY
SHUFFLE,0.043478260869565216,0.8478260869565217,0.023529411764705882,0.0035805626598465474,0.22960358056265984,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.031746031746031744,1.0,0.015748031496062992,0.00024606299212598425,0.26193503155855513,DENY
SWAP,0.031746031746031744,1.0,0.015748031496062992,0.00024606299212598425,0.26193503155855513,DENY
SHUFFLE,0.031746031746031744,1.0,0.015748031496062992,0.00024606299212598425,0.26193503155855513,DENY
REAL,0.05970149253731343,1.0,0.028169014084507043,0.0030046948356807516,0.2727188003643753,DENY
SWAP,0.05970149253731343,1.0,0.028169014084507043,0.0030046948356807516,0.2727188003643753,DENY
SHUFFLE,0.05970149253731343,1.0,0.028169014084507043,0.0030046948356807516,0.2727188003643753,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.026402640264026403,1.0,0.012944983818770227,0.0004931422407150563,0.25996019158087796,DENY
SWAP,0.026402640264026403,1.0,0.012944983818770227,0.0004931422407150563,0.25996019158087796,DENY
SHUFFLE,0.026402640264026403,1.0,0.012944983818770227,0.0004931422407150563,0.25996019158087796,DENY
REAL,0.031914893617021274,0.8670212765957447,0.017094017094017096,0.0022731405710129118,0.229575831969449,DENY
SWAP,0.031914893617021274,0.8670212765957447,0.017094017094017096,0.0022731405710129118,0.229575831969449,DENY
SHUFFLE,0.031914893617021274,0.8670212765957447,0.017094017094017096,0.0022731405710129118,0.229575831969449,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.03755868544600939,1.0,0.017977528089887642,0.001472297559085626,0.26425212777374574,DENY
SWAP,0.03755868544600939,1.0,0.017977528089887642,0.001472297559085626,0.26425212777374574,DENY
SHUFFLE,0.03755868544600939,1.0,0.017977528089887642,0.001472297559085626,0.26425212777374574,DENY
REAL,0.06299212598425197,1.0,0.02857142857142857,0.004855275443510738,0.27410470749979776,DENY
SWAP,0.06299212598425197,1.0,0.02857142857142857,0.004855275443510738,0.27410470749979776,DENY
SHUFFLE,0.06299212598425197,1.0,0.02857142857142857,0.004855275443510738,0.27410470749979776,DENY
REAL,0.025,1.0,0.010482180293501049,0.002913819070756609,0.25959899984106444,DENY
SWAP,0.025,1.0,0.010482180293501049,0.002913819070756609,0.25959899984106444,DENY
SHUFFLE,0.025,1.0,0.010482180293501049,0.002913819070756609,0.25959899984106444,DENY
REAL,0.10416666666666667,1.0,0.046620046620046623,0.008851907586084803,0.28990965521819956,DENY
SWAP,0.10416666666666667,1.0,0.046620046620046623,0.008851907586084803,0.28990965521819956,DENY
SHUFFLE,0.10416666666666667,1.0,0.046620046620046623,0.008851907586084803,0.28990965521819956,DENY
REAL,0.10144927536231885,0.9637681159420289,0.05166051660516605,0.0018717578480132628,0.2796874164393817,DENY
SWAP,0.10144927536231885,0.9637681159420289,0.05166051660516605,0.0018717578480132628,0.2796874164393817,DENY
SHUFFLE,0.10144927536231885,0.9637681159420289,0.05166051660516605,0.0018717578480132628,0.2796874164393817,DENY
REAL,0.0967741935483871,1.0,0.04712041884816754,0.0024041030024575276,0.286574678849753,DENY
SWAP,0.0967741935483871,1.0,0.04712041884816754,0.0024041030024575276,0.286574678849753,DENY
SHUFFLE,0.0967741935483871,1.0,0.04712041884816754,0.0024041030024575276,0.286574678849753,DENY
REAL,0.07523510971786834,1.0,0.037037037037037035,0.0011257458065968703,0.27834947314037556,DENY
SWAP,0.07523510971786834,1.0,0.037037037037037035,0.0011257458065968703,0.27834947314037556,DENY
SHUFFLE,0.07523510971786834,1.0,0.037037037037037035,0.0011257458065968703,0.27834947314037556,DENY
REAL,0.04184100418410042,1.0,0.02012072434607646,0.0014817587696722974,0.26586087182496226,DENY
SWAP,0.04184100418410042,1.0,0.02012072434607646,0.0014817587696722974,0.26586087182496226,DENY
SHUFFLE,0.04184100418410042,1.0,0.02012072434607646,0.0014817587696722974,0.26586087182496226,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.0472972972972973,1.0,0.023178807947019868,0.0009030704394942806,0.2678447939209529,DENY
SWAP,0.0472972972972973,1.0,0.023178807947019868,0.0009030704394942806,0.2678447939209529,DENY
SHUFFLE,0.0472972972972973,1.0,0.023178807947019868,0.0009030704394942806,0.2678447939209529,DENY
REAL,0.030120481927710843,1.0,0.014124293785310734,0.0016528428897704052,0.261474404650698,DENY
SWAP,0.030120481927710843,1.0,0.014124293785310734,0.0016528428897704052,0.261474404650698,DENY
SHUFFLE,0.030120481927710843,1.0,0.014124293785310734,0.0016528428897704052,0.261474404650698,DENY
REAL,0.0880503144654088,1.0,0.04375,0.0005434782608695651,0.28308594818156957,DENY
SWAP,0.0880503144654088,1.0,0.04375,0.0005434782608695651,0.28308594818156957,DENY
SHUFFLE,0.0880503144654088,1.0,0.04375,0.0005434782608695651,0.28308594818156957,DENY
REAL,0.10679611650485436,1.0,0.04954954954954955,0.006662124309183132,0.29075194759089673,DENY
SWAP,0.10679611650485436,1.0,0.04954954954954955,0.006662124309183132,0.29075194759089673,DENY
SHUFFLE,0.10679611650485436,1.0,0.04954954954954955,0.006662124309183132,0.29075194759089673,DENY
REAL,0.034722222222222224,0.9375,0.017921146953405017,0.0011200716845878136,0.24781586021505375,DENY
SWAP,0.034722222222222224,0.9375,0.017921146953405017,0.0011200716845878136,0.24781586021505375,DENY
SHUFFLE,0.034722222222222224,0.9375,0.017921146953405017,0.0011200716845878136,0.24781586021505375,DENY
REAL,0.04918032786885246,1.0,0.023622047244094488,0.0017895490336435219,0.2686479810366476,DENY
SWAP,0.04918032786885246,1.0,0.023622047244094488,0.0017895490336435219,0.2686479810366476,DENY
SHUFFLE,0.04918032786885246,1.0,0.023622047244094488,0.0017895490336435219,0.2686479810366476,DENY
REAL,0.06153846153846154,1.0,0.029411764705882353,0.0024855012427506215,0.2733589318717736,DENY
SWAP,0.06153846153846154,1.0,0.029411764705882353,0.0024855012427506215,0.2733589318717736,DENY
SHUFFLE,0.06153846153846154,1.0,0.029411764705882353,0.0024855012427506215,0.2733589318717736,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.032,0.992,0.01606425702811245,0.00012851405622489958,0.2600481927710843,DENY
SWAP,0.032,0.992,0.01606425702811245,0.00012851405622489958,0.2600481927710843,DENY
SHUFFLE,0.032,0.992,0.01606425702811245,0.00012851405622489958,0.2600481927710843,DENY
REAL,0.05128205128205128,1.0,0.02416918429003021,0.0026240828657747087,0.26951882960946405,DENY
SWAP,0.05128205128205128,1.0,0.02416918429003021,0.0026240828657747087,0.26951882960946405,DENY
SHUFFLE,0.05128205128205128,1.0,0.02416918429003021,0.0026240828657747087,0.26951882960946405,DENY
REAL,0.1917808219178082,1.0,0.08936170212765958,0.011392726964482496,0.32313381275248754,DENY
SWAP,0.1917808219178082,1.0,0.08936170212765958,0.011392726964482496,0.32313381275248754,DENY
SHUFFLE,0.1917808219178082,1.0,0.08936170212765958,0.011392726964482496,0.32313381275248754,DENY
REAL,0.034334763948497854,1.0,0.016293279022403257,0.0015788061068220212,0.2630517122694308,DENY
SWAP,0.034334763948497854,1.0,0.016293279022403257,0.0015788061068220212,0.2630517122694308,DENY
SHUFFLE,0.034334763948497854,1.0,0.016293279022403257,0.0015788061068220212,0.2630517122694308,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.011363636363636364,0.9147727272727273,0.005934718100890208,0.0005057998381440518,0.23314422039384947,DENY
SWAP,0.011363636363636364,0.9147727272727273,0.005934718100890208,0.0005057998381440518,0.23314422039384947,DENY
SHUFFLE,0.011363636363636364,0.9147727272727273,0.005934718100890208,0.0005057998381440518,0.23314422039384947,DENY
REAL,0.07142857142857142,0.9537815126050421,0.03655913978494624,0.0016897081413210448,0.2658647329899702,DENY
SWAP,0.07142857142857142,0.9537815126050421,0.03655913978494624,0.0016897081413210448,0.2658647329899702,DENY
SHUFFLE,0.07142857142857142,0.9537815126050421,0.03655913978494624,0.0016897081413210448,0.2658647329899702,DENY
REAL,0.046052631578947366,1.0,0.020958083832335328,0.0034546292031321967,0.2676163361536037,DENY
SWAP,0.046052631578947366,1.0,0.020958083832335328,0.0034546292031321967,0.2676163361536037,DENY
SHUFFLE,0.046052631578947366,1.0,0.020958083832335328,0.0034546292031321967,0.2676163361536037,DENY
REAL,0.032388663967611336,1.0,0.015655577299412915,0.0010081242957955287,0.26226309139070497,DENY
SWAP,0.032388663967611336,1.0,0.015655577299412915,0.0010081242957955287,0.26226309139070497,DENY
SHUFFLE,0.032388663967611336,1.0,0.015655577299412915,0.0010081242957955287,0.26226309139070497,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.2946859903381642,1.0,0.14219114219114218,0.009607509607509607,0.361621160534204,DENY
SWAP,0.2946859903381642,1.0,0.14219114219114218,0.009607509607509607,0.361621160534204,DENY
SHUFFLE,0.2946859903381642,1.0,0.14219114219114218,0.009607509607509607,0.361621160534204,DENY
REAL,0.0,1.0,0.0,0.0,0.25,DENY
SWAP,0.0,1.0,0.0,0.0,0.25,DENY
SHUFFLE,0.0,1.0,0.0,0.0,0.25,DENY
REAL,0.055248618784530384,1.0,0.026881720430107527,0.0014074199178066768,0.27088443978311116,DENY
SWAP,0.055248618784530384,1.0,0.026881720430107527,0.0014074199178066768,0.27088443978311116,DENY
SHUFFLE,0.055248618784530384,1.0,0.026881720430107527,0.0014074199178066768,0.27088443978311116,DENY
REAL,0.02617801047120419,1.0,0.012690355329949238,0.0007501687879772948,0.2599046336472827,DENY
SWAP,0.02617801047120419,1.0,0.012690355329949238,0.0007501687879772948,0.2599046336472827,DENY
SHUFFLE,0.02617801047120419,1.0,0.012690355329949238,0.0007501687879772948,0.2599046336472827,DENY
REAL,0.6013745704467354,1.0,0.2936241610738255,0.013477830344372317,0.4771191404662333,DENY
SWAP,0.6013745704467354,1.0,0.2936241610738255,0.013477830344372317,0.4771191404662333,DENY
SHUFFLE,0.6013745704467354,1.0,0.2936241610738255,0.013477830344372317,0.4771191404662333,DENY
REAL,0.02413793103448276,0.9793103448275862,0.012195121951219513,0.00025231286795626576,0.2539739276703112,DENY
SWAP,0.02413793103448276,0.9793103448275862,0.012195121951219513,0.00025231286795626576,0.2539739276703112,DENY
SHUFFLE,0.02413793103448276,0.9793103448275862,0.012195121951219513,0.00025231286795626576,0.2539739276703112,DENY
REAL,0.10476190476190476,1.0,0.04932735426008968,0.0054343695371285245,0.28988090713978076,DENY
SWAP,0.10476190476190476,1.0,0.04932735426008968,0.0054343695371285245,0.28988090713978076,DENY
SHUFFLE,0.10476190476190476,1.0,0.04932735426008968,0.0054343695371285245,0.28988090713978076,DENY
REAL,0.05154639175257732,1.0,0.024154589371980676,0.002854633289415898,0.2696389036034935,DENY
SWAP,0.05154639175257732,1.0,0.024154589371980676,0.002854633289415898,0.2696389036034935,DENY
SHUFFLE,0.05154639175257732,1.0,0.024154589371980676,0.002854633289415898,0.2696389036034935,DENY
REAL,0.05307262569832402,1.0,0.026243093922651933,0.0005736195392929385,0.2699723347900672,DENY
SWAP,0.05307262569832402,1.0,0.026243093922651933,0.0005736195392929385,0.2699723347900672,DENY
SHUFFLE,0.05307262569832402,1.0,0.026243093922651933,0.0005736195392929385,0.2699723347900672,DENY
REAL,0.025454545454545455,1.0,0.012237762237762238,0.0009065009065009064,0.2596497021497021,DENY
SWAP,0.025454545454545455,1.0,0.012237762237762238,0.0009065009065009064,0.2596497021497021,DENY
SHUFFLE,0.025454545454545455,1.0,0.012237762237762238,0.0009065009065009064,0.2596497021497021,DENY
REAL,0.04149377593360996,1.0,0.01949317738791423,0.0022216488934755185,0.2658021505537499,DENY
SWAP,0.04149377593360996,1.0,0.01949317738791423,0.0022216488934755185,0.2658021505537499,DENY
