kind,g,a,c,r,k,score,status
SHUFFLE,0.048780,0.804878,0.027027,0.420455,0.040000,0.268228,DENY
IDENTITY,0.048780,1.000000,0.024390,0.500000,1.000000,0.514634,DENY
STRIP_CTX,0.000000,0.804878,0.000000,0.500000,0.490000,0.358976,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.647619,0.429524,DENY
SWAP,0.000000,0.951020,0.000000,0.500000,0.647619,0.419728,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.056000,0.311200,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.647619,0.429524,DENY
REAL,0.369369,1.000000,0.170124,0.468750,0.488095,0.499268,DENY
SWAP,0.315385,0.853846,0.170124,0.531250,0.488095,0.471740,DENY
SHUFFLE,0.369369,1.000000,0.170124,0.283333,0.039216,0.372409,DENY
IDENTITY,0.369369,1.000000,0.184685,0.500000,1.000000,0.610811,ABSTAIN
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.488095,0.397619,DENY
REAL,0.084848,1.000000,0.041791,0.500000,0.641304,0.453589,DENY
SWAP,0.082353,0.970588,0.041791,0.500000,0.641304,0.447207,DENY
SHUFFLE,0.084848,1.000000,0.041791,0.402778,0.068376,0.319559,DENY
IDENTITY,0.084848,1.000000,0.042424,0.500000,1.000000,0.525455,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.641304,0.428261,DENY
REAL,0.048048,1.000000,0.023845,0.425926,0.573427,0.414249,DENY
SWAP,0.047337,0.985207,0.023845,0.574074,0.573427,0.440778,DENY
SHUFFLE,0.048048,1.000000,0.023845,0.435897,0.050314,0.311621,DENY
IDENTITY,0.048048,1.000000,0.024024,0.500000,1.000000,0.514414,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.573427,0.414685,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.610526,0.422105,DENY
SWAP,0.000000,0.930851,0.000000,0.500000,0.610526,0.408275,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.043860,0.308772,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.610526,0.422105,DENY
REAL,0.000000,0.935294,0.000000,0.500000,0.562500,0.399559,DENY
SWAP,0.000000,1.000000,0.000000,0.500000,0.562500,0.412500,DENY
SHUFFLE,0.000000,0.935294,0.000000,0.500000,0.036364,0.294332,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,0.935294,0.000000,0.500000,0.562500,0.399559,DENY
REAL,0.031963,0.876712,0.017032,0.454545,0.527778,0.381606,DENY
SWAP,0.036458,1.000000,0.017032,0.545455,0.527778,0.425344,DENY
SHUFFLE,0.031963,0.876712,0.017032,0.462963,0.057851,0.289304,DENY
IDENTITY,0.031963,1.000000,0.015982,0.500000,1.000000,0.509589,DENY
STRIP_CTX,0.000000,0.876712,0.000000,0.500000,0.527778,0.380898,DENY
REAL,0.054475,1.000000,0.024605,0.462500,0.654545,0.439225,DENY
SWAP,0.044872,0.823718,0.024605,0.537500,0.654545,0.417048,DENY
SHUFFLE,0.054475,1.000000,0.024605,0.474138,0.037037,0.318051,DENY
IDENTITY,0.054475,1.000000,0.027237,0.500000,1.000000,0.516342,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.654545,0.430909,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.552632,0.410526,DENY
SWAP,0.000000,0.725490,0.000000,0.500000,0.552632,0.355624,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.029703,0.305941,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.552632,0.410526,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.538462,0.407692,DENY
SWAP,0.000000,0.994048,0.000000,0.500000,0.538462,0.406502,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.053097,0.310619,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.538462,0.407692,DENY
REAL,0.075472,1.000000,0.037267,0.460000,0.585106,0.431569,DENY
SWAP,0.073620,0.975460,0.037267,0.540000,0.585106,0.442291,DENY
SHUFFLE,0.075472,1.000000,0.037267,0.397059,0.058824,0.313724,DENY
IDENTITY,0.075472,1.000000,0.037736,0.500000,1.000000,0.522642,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.585106,0.417021,DENY
REAL,0.181818,1.000000,0.090909,0.500000,0.424242,0.439394,DENY
SWAP,0.181818,1.000000,0.090909,0.500000,0.424242,0.439394,DENY
SHUFFLE,0.181818,1.000000,0.090909,0.466667,0.036036,0.355086,DENY
IDENTITY,0.181818,1.000000,0.090909,0.500000,1.000000,0.554545,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.424242,0.384848,DENY
REAL,0.074419,1.000000,0.037209,0.371429,0.541667,0.404945,DENY
SWAP,0.074419,1.000000,0.037209,0.628571,0.541667,0.456373,DENY
SHUFFLE,0.074419,1.000000,0.037209,0.397959,0.084615,0.318840,DENY
IDENTITY,0.074419,1.000000,0.037209,0.500000,1.000000,0.522326,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.541667,0.408333,DENY
REAL,0.004878,1.000000,0.002252,0.486111,0.580357,0.414720,DENY
SWAP,0.004184,0.857741,0.002252,0.513889,0.580357,0.391685,DENY
SHUFFLE,0.004878,1.000000,0.002252,0.490196,0.053030,0.310071,DENY
IDENTITY,0.004878,1.000000,0.002439,0.500000,1.000000,0.501463,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.580357,0.416071,DENY
REAL,0.072072,1.000000,0.033058,0.421053,0.605263,0.426289,DENY
SWAP,0.061069,0.847328,0.033058,0.578947,0.605263,0.425133,DENY
SHUFFLE,0.072072,1.000000,0.033058,0.413793,0.029703,0.309725,DENY
IDENTITY,0.072072,1.000000,0.036036,0.500000,1.000000,0.521622,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.605263,0.421053,DENY
REAL,0.030303,1.000000,0.014374,0.487500,0.594595,0.425354,DENY
SWAP,0.027344,0.902344,0.014374,0.512500,0.594595,0.410231,DENY
SHUFFLE,0.030303,1.000000,0.014374,0.490385,0.059701,0.318953,DENY
IDENTITY,0.030303,1.000000,0.015152,0.500000,1.000000,0.509091,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.594595,0.418919,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.597701,0.419540,DENY
SWAP,0.000000,0.925000,0.000000,0.500000,0.597701,0.404540,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.037736,0.307547,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.597701,0.419540,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.569892,0.413978,DENY
SWAP,0.000000,0.993939,0.000000,0.500000,0.569892,0.412766,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.051282,0.310256,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.569892,0.413978,DENY
REAL,0.021407,1.000000,0.010386,0.448980,0.650407,0.426236,DENY
SWAP,0.020173,0.942363,0.010386,0.551020,0.650407,0.434870,DENY
SHUFFLE,0.021407,1.000000,0.010386,0.467105,0.078014,0.315382,DENY
IDENTITY,0.021407,1.000000,0.010703,0.500000,1.000000,0.506422,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.650407,0.430081,DENY
REAL,0.193878,1.000000,0.095638,0.393617,0.652893,0.467205,DENY
SWAP,0.188742,0.973510,0.095638,0.606383,0.652893,0.503433,DENY
SHUFFLE,0.193878,1.000000,0.095638,0.345070,0.056338,0.338185,DENY
IDENTITY,0.193878,1.000000,0.096939,0.500000,1.000000,0.558163,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.652893,0.430579,DENY
REAL,0.026738,1.000000,0.012821,0.480769,0.716418,0.447349,DENY
SWAP,0.024631,0.921182,0.012821,0.519231,0.716418,0.438856,DENY
SHUFFLE,0.026738,1.000000,0.012821,0.457831,0.075949,0.314668,DENY
IDENTITY,0.026738,1.000000,0.013369,0.500000,1.000000,0.508021,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.716418,0.443284,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.654762,0.430952,DENY
SWAP,0.000000,0.618852,0.000000,0.500000,0.654762,0.354723,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.017241,0.303448,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.654762,0.430952,DENY
REAL,0.007194,1.000000,0.003257,0.473684,0.484211,0.393669,DENY
SWAP,0.005952,0.827381,0.003257,0.526316,0.484211,0.369423,DENY
SHUFFLE,0.007194,1.000000,0.003257,0.486111,0.041322,0.307577,DENY
IDENTITY,0.007194,1.000000,0.003597,0.500000,1.000000,0.502158,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.484211,0.396842,DENY
REAL,0.067308,1.000000,0.030973,0.411765,0.395062,0.381022,DENY
SWAP,0.057377,0.852459,0.030973,0.588235,0.395062,0.384821,DENY
SHUFFLE,0.067308,1.000000,0.030973,0.400000,0.053191,0.310295,DENY
IDENTITY,0.067308,1.000000,0.033654,0.500000,1.000000,0.520192,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.395062,0.379012,DENY
REAL,0.016529,1.000000,0.007752,0.460000,0.475248,0.391906,DENY
SWAP,0.014599,0.883212,0.007752,0.540000,0.475248,0.384162,DENY
SHUFFLE,0.016529,1.000000,0.007752,0.471429,0.054054,0.309953,DENY
IDENTITY,0.016529,1.000000,0.008264,0.500000,1.000000,0.504959,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.475248,0.395050,DENY
REAL,0.046512,1.000000,0.022792,0.442857,0.571429,0.416718,DENY
SWAP,0.044693,0.960894,0.022792,0.557143,0.571429,0.431390,DENY
SHUFFLE,0.046512,1.000000,0.022792,0.457447,0.062500,0.317850,DENY
IDENTITY,0.046512,1.000000,0.023256,0.500000,1.000000,0.513953,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.571429,0.414286,DENY
REAL,0.131313,1.000000,0.062500,0.346154,0.493827,0.406759,DENY
SWAP,0.119266,0.908257,0.062500,0.653846,0.493827,0.447539,DENY
SHUFFLE,0.131313,1.000000,0.062500,0.350000,0.019417,0.312646,DENY
IDENTITY,0.131313,1.000000,0.065657,0.500000,1.000000,0.539394,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.493827,0.398765,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.745455,0.449091,DENY
SWAP,0.000000,0.965278,0.000000,0.500000,0.745455,0.442146,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.060606,0.312121,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.745455,0.449091,DENY
REAL,0.164557,1.000000,0.069519,0.454545,0.591549,0.456034,DENY
SWAP,0.120370,0.731481,0.069519,0.545455,0.591549,0.411675,DENY
SHUFFLE,0.164557,1.000000,0.069519,0.444444,0.030303,0.341765,DENY
IDENTITY,0.164557,1.000000,0.082278,0.500000,1.000000,0.549367,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.591549,0.418310,DENY
REAL,0.070968,1.000000,0.031609,0.500000,0.719101,0.464336,DENY
SWAP,0.056995,0.803109,0.031609,0.500000,0.719101,0.422163,DENY
SHUFFLE,0.070968,1.000000,0.031609,0.406250,0.067227,0.315211,DENY
IDENTITY,0.070968,1.000000,0.035484,0.500000,1.000000,0.521290,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.719101,0.443820,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.661972,0.432394,DENY
SWAP,0.000000,0.824000,0.000000,0.500000,0.661972,0.397194,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.030928,0.306186,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.661972,0.432394,DENY
REAL,0.000000,0.961538,0.000000,0.500000,0.566038,0.405515,DENY
SWAP,0.000000,1.000000,0.000000,0.500000,0.566038,0.413208,DENY
SHUFFLE,0.000000,0.961538,0.000000,0.500000,0.056000,0.303508,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,0.961538,0.000000,0.500000,0.566038,0.405515,DENY
REAL,0.091503,1.000000,0.043344,0.428571,0.617978,0.436279,DENY
SWAP,0.082353,0.900000,0.043344,0.571429,0.617978,0.443021,DENY
SHUFFLE,0.091503,1.000000,0.043344,0.414634,0.036364,0.317169,DENY
IDENTITY,0.091503,1.000000,0.045752,0.500000,1.000000,0.527451,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.617978,0.423596,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.623188,0.424638,DENY
SWAP,0.000000,0.788618,0.000000,0.500000,0.623188,0.382361,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.043956,0.308791,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.623188,0.424638,DENY
REAL,0.017812,0.852417,0.009615,0.460317,0.710744,0.410181,DENY
SWAP,0.020896,1.000000,0.009615,0.539683,0.710744,0.456187,DENY
SHUFFLE,0.017812,0.852417,0.009615,0.474490,0.087591,0.288385,DENY
IDENTITY,0.017812,1.000000,0.008906,0.500000,1.000000,0.505344,DENY
STRIP_CTX,0.000000,0.852417,0.000000,0.500000,0.710744,0.412632,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.611650,0.422330,DENY
SWAP,0.000000,0.995652,0.000000,0.500000,0.611650,0.421461,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.062016,0.312403,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.611650,0.422330,DENY
REAL,0.079365,1.000000,0.037037,0.475000,0.511364,0.420553,DENY
SWAP,0.069444,0.875000,0.037037,0.525000,0.511364,0.403569,DENY
SHUFFLE,0.079365,1.000000,0.037037,0.448276,0.036364,0.320208,DENY
IDENTITY,0.079365,1.000000,0.039683,0.500000,1.000000,0.523810,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.511364,0.402273,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.720721,0.444144,DENY
SWAP,0.000000,0.933798,0.000000,0.500000,0.720721,0.430904,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.066176,0.313235,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.720721,0.444144,DENY
REAL,0.023121,1.000000,0.011252,0.489583,0.719008,0.448593,DENY
SWAP,0.021918,0.947945,0.011252,0.510417,0.719008,0.442108,DENY
SHUFFLE,0.023121,1.000000,0.011252,0.467949,0.061644,0.312793,DENY
IDENTITY,0.023121,1.000000,0.011561,0.500000,1.000000,0.506936,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.719008,0.443802,DENY
REAL,0.268966,1.000000,0.125000,0.400000,0.573034,0.473400,DENY
SWAP,0.233533,0.868263,0.125000,0.600000,0.573034,0.479966,DENY
SHUFFLE,0.268966,1.000000,0.125000,0.368421,0.045455,0.361568,DENY
IDENTITY,0.268966,1.000000,0.134483,0.500000,1.000000,0.580690,ABSTAIN
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.573034,0.414607,DENY
REAL,0.317757,1.000000,0.145299,0.441176,0.443299,0.469506,DENY
SWAP,0.267717,0.842520,0.145299,0.558824,0.443299,0.451532,DENY
SHUFFLE,0.317757,1.000000,0.145299,0.478261,0.042735,0.396810,DENY
IDENTITY,0.317757,1.000000,0.158879,0.500000,1.000000,0.595327,ABSTAIN
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.443299,0.388660,DENY
REAL,0.195946,1.000000,0.096346,0.444444,0.429907,0.433328,DENY
SWAP,0.189542,0.967320,0.096346,0.555556,0.429907,0.447734,DENY
SHUFFLE,0.195946,1.000000,0.096346,0.315789,0.040000,0.329616,DENY
IDENTITY,0.195946,1.000000,0.097973,0.500000,1.000000,0.558784,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.429907,0.385981,DENY
REAL,0.048077,0.990385,0.024155,0.418605,0.527273,0.401699,DENY
SWAP,0.048544,1.000000,0.024155,0.581395,0.527273,0.436273,DENY
SHUFFLE,0.048077,0.990385,0.024155,0.438596,0.050000,0.310243,DENY
IDENTITY,0.048077,1.000000,0.024038,0.500000,1.000000,0.514423,DENY
STRIP_CTX,0.000000,0.990385,0.000000,0.500000,0.527273,0.403531,DENY
REAL,0.021368,0.982906,0.010776,0.487805,0.686869,0.437945,DENY
SWAP,0.021739,1.000000,0.010776,0.512195,0.686869,0.446316,DENY
SHUFFLE,0.021368,0.982906,0.010776,0.491525,0.057851,0.312885,DENY
IDENTITY,0.021368,1.000000,0.010684,0.500000,1.000000,0.506410,DENY
STRIP_CTX,0.000000,0.982906,0.000000,0.500000,0.686869,0.433955,DENY
REAL,0.024390,1.000000,0.011820,0.485714,0.561905,0.416766,DENY
SWAP,0.022936,0.940367,0.011820,0.514286,0.561905,0.410263,DENY
SHUFFLE,0.024390,1.000000,0.011820,0.489796,0.056452,0.316492,DENY
IDENTITY,0.024390,1.000000,0.012195,0.500000,1.000000,0.507317,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.561905,0.412381,DENY
REAL,0.021459,1.000000,0.010482,0.487179,0.632075,0.430239,DENY
SWAP,0.020492,0.954918,0.010482,0.512821,0.632075,0.426158,DENY
SHUFFLE,0.021459,1.000000,0.010482,0.490741,0.054264,0.315389,DENY
IDENTITY,0.021459,1.000000,0.010730,0.500000,1.000000,0.506438,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.632075,0.426415,DENY
REAL,0.019084,1.000000,0.009208,0.464286,0.568966,0.412309,DENY
SWAP,0.017794,0.932384,0.009208,0.535714,0.568966,0.412813,DENY
SHUFFLE,0.019084,1.000000,0.009208,0.476190,0.061069,0.313110,DENY
IDENTITY,0.019084,1.000000,0.009542,0.500000,1.000000,0.505725,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.568966,0.413793,DENY
REAL,0.054187,1.000000,0.025404,0.433333,0.690722,0.440729,DENY
SWAP,0.047826,0.882609,0.025404,0.566667,0.690722,0.442645,DENY
SHUFFLE,0.054187,1.000000,0.025404,0.436170,0.073171,0.317786,DENY
IDENTITY,0.054187,1.000000,0.027094,0.500000,1.000000,0.516256,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.690722,0.438144,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.647059,0.429412,DENY
SWAP,0.000000,0.824324,0.000000,0.500000,0.647059,0.394277,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.034188,0.306838,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.647059,0.429412,DENY
REAL,0.038462,1.000000,0.018373,0.500000,0.637255,0.438818,DENY
SWAP,0.035176,0.914573,0.018373,0.500000,0.637255,0.421075,DENY
SHUFFLE,0.038462,1.000000,0.018373,0.430556,0.046154,0.306709,DENY
IDENTITY,0.038462,1.000000,0.019231,0.500000,1.000000,0.511538,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.637255,0.427451,DENY
REAL,0.100000,1.000000,0.041667,0.500000,0.611111,0.450556,DENY
SWAP,0.071429,0.714286,0.041667,0.500000,0.611111,0.387698,DENY
SHUFFLE,0.100000,1.000000,0.041667,0.468750,0.030928,0.328269,DENY
IDENTITY,0.100000,1.000000,0.050000,0.500000,1.000000,0.530000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.611111,0.422222,DENY
REAL,0.031250,1.000000,0.014989,0.500000,0.648649,0.438978,DENY
SWAP,0.028807,0.921811,0.014989,0.500000,0.648649,0.422851,DENY
SHUFFLE,0.031250,1.000000,0.014989,0.444444,0.043165,0.306770,DENY
IDENTITY,0.031250,1.000000,0.015625,0.500000,1.000000,0.509375,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.648649,0.429730,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.605263,0.421053,DENY
SWAP,0.000000,0.819672,0.000000,0.500000,0.605263,0.384987,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.028571,0.305714,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.605263,0.421053,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.660194,0.432039,DENY
SWAP,0.000000,0.876777,0.000000,0.500000,0.660194,0.407394,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.029630,0.305926,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.660194,0.432039,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.698925,0.439785,DENY
SWAP,0.000000,0.906250,0.000000,0.500000,0.698925,0.421035,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.058333,0.311667,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.698925,0.439785,DENY
REAL,0.037383,1.000000,0.017621,0.477778,0.619403,0.430437,DENY
SWAP,0.033333,0.891667,0.017621,0.522222,0.619403,0.416849,DENY
SHUFFLE,0.037383,1.000000,0.017621,0.452703,0.055556,0.312653,DENY
IDENTITY,0.037383,1.000000,0.018692,0.500000,1.000000,0.511215,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.619403,0.423881,DENY
REAL,0.027397,1.000000,0.012931,0.457143,0.688073,0.437109,DENY
SWAP,0.024490,0.893878,0.012931,0.542857,0.688073,0.432446,DENY
SHUFFLE,0.027397,1.000000,0.012931,0.462264,0.051471,0.310813,DENY
IDENTITY,0.027397,1.000000,0.013699,0.500000,1.000000,0.508219,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.688073,0.437615,DENY
REAL,0.034826,0.955224,0.017812,0.405405,0.630000,0.408653,DENY
SWAP,0.036458,1.000000,0.017812,0.594595,0.630000,0.455773,DENY
SHUFFLE,0.034826,0.955224,0.017812,0.431373,0.059829,0.299813,DENY
IDENTITY,0.034826,1.000000,0.017413,0.500000,1.000000,0.510448,DENY
STRIP_CTX,0.000000,0.955224,0.000000,0.500000,0.630000,0.417045,DENY
REAL,0.014085,1.000000,0.006920,0.488095,0.634146,0.428649,DENY
SWAP,0.013605,0.965986,0.006920,0.511905,0.634146,0.426513,DENY
SHUFFLE,0.014085,1.000000,0.006920,0.475000,0.052980,0.309797,DENY
IDENTITY,0.014085,1.000000,0.007042,0.500000,1.000000,0.504225,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.634146,0.426829,DENY
REAL,0.046196,0.989130,0.023224,0.437500,0.666667,0.432543,DENY
SWAP,0.046703,1.000000,0.023224,0.562500,0.666667,0.459819,DENY
SHUFFLE,0.046196,0.989130,0.023224,0.461111,0.076389,0.319210,DENY
IDENTITY,0.046196,1.000000,0.023098,0.500000,1.000000,0.513859,DENY
STRIP_CTX,0.000000,0.989130,0.000000,0.500000,0.666667,0.431159,DENY
REAL,0.059783,1.000000,0.028646,0.421875,0.559633,0.413987,DENY
SWAP,0.055000,0.920000,0.028646,0.578125,0.559633,0.428281,DENY
SHUFFLE,0.059783,1.000000,0.028646,0.431818,0.046512,0.313352,DENY
IDENTITY,0.059783,1.000000,0.029891,0.500000,1.000000,0.517935,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.559633,0.411927,DENY
REAL,0.021672,0.842105,0.011765,0.464286,0.490323,0.366030,DENY
SWAP,0.025735,1.000000,0.011765,0.535714,0.490323,0.412707,DENY
SHUFFLE,0.021672,0.842105,0.011765,0.470238,0.064516,0.282059,DENY
IDENTITY,0.021672,1.000000,0.010836,0.500000,1.000000,0.506502,DENY
STRIP_CTX,0.000000,0.842105,0.000000,0.500000,0.490323,0.366486,DENY
REAL,0.066390,1.000000,0.031068,0.391892,0.630252,0.423920,DENY
SWAP,0.058394,0.879562,0.031068,0.608108,0.630252,0.441477,DENY
SHUFFLE,0.066390,1.000000,0.031068,0.435185,0.064286,0.319386,DENY
IDENTITY,0.066390,1.000000,0.033195,0.500000,1.000000,0.519917,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.630252,0.426050,DENY
REAL,0.103774,1.000000,0.044715,0.500000,0.619048,0.453507,DENY
SWAP,0.078571,0.757143,0.044715,0.500000,0.619048,0.399895,DENY
SHUFFLE,0.103774,1.000000,0.044715,0.479167,0.043478,0.334227,DENY
IDENTITY,0.103774,1.000000,0.051887,0.500000,1.000000,0.531132,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.619048,0.423810,DENY
REAL,0.035088,1.000000,0.016611,0.475610,0.653543,0.436170,DENY
SWAP,0.031546,0.899054,0.016611,0.524390,0.653543,0.425029,DENY
